Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_141502_01,,PT,,7
2017,N_KH_141502_01,,PT,,10
2018,N_KH_141502_01,,PT,,15
2019,N_KH_141502_01,,PT,,20
2020,N_KH_141502_01,,PT,,25
