Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,11.6.2 Percentage of the deduction plastic bag used,,Percent,,10
2016,11.6.2 Percentage of the deduction plastic bag used,,Percent,,10
2017,11.6.2 Percentage of the deduction plastic bag used,,Percent,,10
2018,11.6.2 Percentage of the deduction plastic bag used,,Percent,,10
2019,11.6.2 Percentage of the deduction plastic bag used,,Percent,,20
2020,11.6.2 Percentage of the deduction plastic bag used,,Percent,,20
