Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_010301_01,,PT,,2.32
2017,N_KH_010301_01,,PT,,3.79
2018,N_KH_010301_01,,PT,,3.67
2019,N_KH_010301_01,,PT,,3.54
2020,N_KH_010301_01,,PT,,3.43
