Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,17.18.2 Proportion of budget expenditure for implementation the National Strategy for the Development of Statistic (NSDS),,Percent,,0.2
2020,17.18.2 Proportion of budget expenditure for implementation the National Strategy for the Development of Statistic (NSDS),,Percent,,0.7
