Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,2.4.1 Sustainable Agricultural Land Productivity,,USD per Hectare,,1548
2017,2.4.1 Sustainable Agricultural Land Productivity,,USD per Hectare,,1608
2018,2.4.1 Sustainable Agricultural Land Productivity,,USD per Hectare,,1671
2019,2.4.1 Sustainable Agricultural Land Productivity,,USD per Hectare,,1736
2020,2.4.1 Sustainable Agricultural Land Productivity,,USD per Hectare,,1804
