Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,,Percent,,0
2016,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,,Percent,,0
2017,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,,Percent,,0
2018,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,,Percent,,2
2019,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,,Percent,,2
2020,12.4.1 Percentage of release reduction of Persistent Organic Pollutants (POPs) to the environment,,Percent,,5
