Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,6,,NUMBER,N_KH_150902_01
2016,10,,NUMBER,N_KH_150902_01
2017,29,,NUMBER,N_KH_150902_01
2018,3,,NUMBER,N_KH_150902_01
2020,2,,NUMBER,N_KH_150902_01
