Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,-2,,PT,N_KH_08020203_01
2016,22,,PT,N_KH_08020203_01
2017,22,,PT,N_KH_08020203_01
2018,6,,PT,N_KH_08020203_01
2019,4,,PT,N_KH_08020203_01
2020,14,,PT,N_KH_08020203_01
