Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,0.038,,PT,DC_ODA_BDVL
2017,0.038,,PT,DC_ODA_BDVL
2018,0.036,,PT,DC_ODA_BDVL
2019,0.031,,PT,DC_ODA_BDVL
2020,0.029,,PT,DC_ODA_BDVL
