Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,27.0,,PT,SE_ACS_H2O
2016,47.9,,PT,SE_ACS_H2O
2017,48.2,,PT,SE_ACS_H2O
2018,46.7,,PT,SE_ACS_H2O
2019,51.1,,PT,SE_ACS_H2O
2020,55.6,,PT,SE_ACS_H2O
