Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,0.018,,PT,N_KH_080a01_01
2017,0.017,,PT,N_KH_080a01_01
2018,0.016,,PT,N_KH_080a01_01
2019,0.015,,PT,N_KH_080a01_01
2020,0.014,,PT,N_KH_080a01_01
