Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,15,,PT,N_KH_08020201_01
2016,-4,,PT,N_KH_08020201_01
2017,25,,PT,N_KH_08020201_01
2018,92,,PT,N_KH_08020201_01
2019,-1,,PT,N_KH_08020201_01
2020,19,,PT,N_KH_08020201_01
