Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,280,,NUMBER,N_KH_180301_01
2016,296,,NUMBER,N_KH_180301_01
2017,309,,NUMBER,N_KH_180301_01
2018,324,,NUMBER,N_KH_180301_01
2019,340,,NUMBER,N_KH_180301_01
2020,357,,NUMBER,N_KH_180301_01
