Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1425,,USD,DC_TRF_TOTL
2016,1425,,USD,DC_TRF_TOTL
2017,1425,,USD,DC_TRF_TOTL
2018,1425,,USD,DC_TRF_TOTL
2019,1425,,USD,DC_TRF_TOTL
2020,1425,,USD,DC_TRF_TOTL
