Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,1,,NUMBER,N_KH_150501_01
2017,4,,NUMBER,N_KH_150501_01
2018,7,,NUMBER,N_KH_150501_01
2019,10,,NUMBER,N_KH_150501_01
2020,13,,NUMBER,N_KH_150501_01
