Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,99.0,,PT,SE_TRA_GRDL
2016,98.7,,PT,SE_TRA_GRDL
2017,98.4,,PT,SE_TRA_GRDL
2018,99.3,,PT,SE_TRA_GRDL
