Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,0.0,,PT,SE_INF_DSBL
2016,1.3,,PT,SE_INF_DSBL
2017,2.7,,PT,SE_INF_DSBL
2018,4.0,,PT,SE_INF_DSBL
2019,31.4,,PT,SE_INF_DSBL
2020,33.4,,PT,SE_INF_DSBL
