Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,-9,,PT,N_KH_08020202_01
2016,4,,PT,N_KH_08020202_01
2017,-11,,PT,N_KH_08020202_01
2018,6,,PT,N_KH_08020202_01
2019,5,,PT,N_KH_08020202_01
2020,-3,,PT,N_KH_08020202_01
