Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,0.14,,PT,N_KH_060a01_01
2016,0.14,,PT,N_KH_060a01_01
2017,0.13,,PT,N_KH_060a01_01
2018,0.12,,PT,N_KH_060a01_01
2019,0.11,,PT,N_KH_060a01_01
2020,0.11,,PT,N_KH_060a01_01
