Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,44.11,,PT,IT_MOB_2GNTWK
2016,51.83,,PT,IT_MOB_2GNTWK
2017,68.4,,PT,IT_MOB_2GNTWK
2018,84.7,,PT,IT_MOB_2GNTWK
2019,100.38,,PT,IT_MOB_2GNTWK
2020,93.93,,PT,IT_MOB_2GNTWK
