Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,1500,,NUMBER,N_KH_180302_01
2016,2300,,NUMBER,N_KH_180302_01
2017,3577,,NUMBER,N_KH_180302_01
2018,3648,,NUMBER,N_KH_180302_01
2019,3731,,NUMBER,N_KH_180302_01
2020,3785,,NUMBER,N_KH_180302_01
