Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_180301_01,,NUMBER,,280
2016,N_KH_180301_01,,NUMBER,,296
2017,N_KH_180301_01,,NUMBER,,309
2018,N_KH_180301_01,,NUMBER,,324
2019,N_KH_180301_01,,NUMBER,,340
2020,N_KH_180301_01,,NUMBER,,357
