Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_170301_01,,PT,,7.4
2016,N_KH_170301_01,,PT,,7.35
2017,N_KH_170301_01,,PT,,6.87
2018,N_KH_170301_01,,PT,,6.42
2019,N_KH_170301_01,,PT,,6.0
2020,N_KH_170301_01,,PT,,5.61
