Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_110603_01,,PT,,50
2016,N_KH_110603_01,,PT,,50
2017,N_KH_110603_01,,PT,,50
2018,N_KH_110603_01,,PT,,50
2019,N_KH_110603_01,,PT,,55
2020,N_KH_110603_01,,PT,,55
