Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_060a01_01,,PT,,0.14
2016,N_KH_060a01_01,,PT,,0.14
2017,N_KH_060a01_01,,PT,,0.13
2018,N_KH_060a01_01,,PT,,0.12
2019,N_KH_060a01_01,,PT,,0.11
2020,N_KH_060a01_01,,PT,,0.11
