Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_170902_01,,PT,,0.03
2016,N_KH_170902_01,,PT,,0.03
2017,N_KH_170902_01,,PT,,0.02
2018,N_KH_170902_01,,PT,,0.02
2019,N_KH_170902_01,,PT,,0.02
2020,N_KH_170902_01,,PT,,0.02
