Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,GeoCode,Value
2016,SH_FPL_INFM,,F,Y15T49,PT,,57.6
2018,SH_FPL_INFM,,F,Y15T49,PT,,77.0
