Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_040201_01,,PT,,62.0
2016,N_KH_040201_01,,PT,,63.4
2017,N_KH_040201_01,,PT,,64.0
2018,N_KH_040201_01,,PT,,65.0
2019,N_KH_040201_01,,PT,,65.5
2020,N_KH_040201_01,,PT,,68.0
