Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,ER_GRF_PLNTSTOR,,NUMBER,,95
2017,ER_GRF_PLNTSTOR,,NUMBER,,96
2018,ER_GRF_PLNTSTOR,,NUMBER,,98
2019,ER_GRF_PLNTSTOR,,NUMBER,,102
2020,ER_GRF_PLNTSTOR,,NUMBER,,105
