Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_110601_01,,T,,1.2
2016,N_KH_110601_01,,T,,1.25
2017,N_KH_110601_01,,T,,1.28
2018,N_KH_110601_01,,T,,1.3
2019,N_KH_110601_01,,T,,1.33
2020,N_KH_110601_01,,T,,1.35
