Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,EG_EGY_CLEAN,,NUMBER,,6.16
2016,EG_EGY_CLEAN,,NUMBER,,5.59
2017,EG_EGY_CLEAN,,NUMBER,,5.22
2018,EG_EGY_CLEAN,,NUMBER,,7.65
