Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,GeoCode,Value
2016,VC_VAW_MARR,,F,Y_GE15,PT,,30.8
2018,VC_VAW_MARR,,F,Y_GE15,PT,,30.0
