Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SL_TLF_MANF,,PT,,10
2016,SL_TLF_MANF,,PT,,10
2017,SL_TLF_MANF,,PT,,12
2018,SL_TLF_MANF,,PT,,13
2019,SL_TLF_MANF,,PT,,14
2020,SL_TLF_MANF,,PT,,15
