Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,N_KH_140202_01,,PT,,50
2018,N_KH_140202_01,,PT,,50
2019,N_KH_140202_01,,PT,,50
2020,N_KH_140202_01,,PT,,55
