Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_110604_01,,PT,,4
2016,N_KH_110604_01,,PT,,4
2017,N_KH_110604_01,,PT,,4
2018,N_KH_110604_01,,PT,,4
2019,N_KH_110604_01,,PT,,4
2020,N_KH_110604_01,,PT,,5
