Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,ST_GDP_ZS,,PT,,12.5
2016,ST_GDP_ZS,,PT,,12.5
2017,ST_GDP_ZS,,PT,,12.8
2018,ST_GDP_ZS,,PT,,12.8
2019,ST_GDP_ZS,,PT,,13.0
2020,ST_GDP_ZS,,PT,,13.5
