Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_180303_01,,NUMBER,,123
2017,N_KH_180303_01,,NUMBER,,128
2018,N_KH_180303_01,,NUMBER,,124
