Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,EN_WWT_WWDS,,PT,,12
2016,EN_WWT_WWDS,,PT,,15
2017,EN_WWT_WWDS,,PT,,19
2018,EN_WWT_WWDS,,PT,,19
2019,EN_WWT_WWDS,,PT,,23
2020,EN_WWT_WWDS,,PT,,23
