Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_080902_01,,PT,,7.0
2016,N_KH_080902_01,,PT,,7.0
2017,N_KH_080902_01,,PT,,7.0
2018,N_KH_080902_01,,PT,,7.0
2019,N_KH_080902_01,,PT,,7.0
2020,N_KH_080902_01,,PT,,7.5
