Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_180302_01,,NUMBER,,1500
2016,N_KH_180302_01,,NUMBER,,2300
2017,N_KH_180302_01,,NUMBER,,3577
2018,N_KH_180302_01,,NUMBER,,3648
2019,N_KH_180302_01,,NUMBER,,3731
2020,N_KH_180302_01,,NUMBER,,3785
