Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_090101_01,,T,,6250000
2016,N_KH_090101_01,,T,,6890000
2017,N_KH_090101_01,,T,,7654000
2018,N_KH_090101_01,,T,,7944000
2019,N_KH_090101_01,,T,,8461000
2020,N_KH_090101_01,,T,,12428000
