Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SH_STA_MALR,,PER_1000_POP,,2.0
2016,SH_STA_MALR,,PER_1000_POP,,1.85
2017,SH_STA_MALR,,PER_1000_POP,,1.65
2018,SH_STA_MALR,,PER_1000_POP,,1.45
2019,SH_STA_MALR,,PER_1000_POP,,1.25
2020,SH_STA_MALR,,PER_1000_POP,,1.05
