Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,SH_HIV_INCD,,PER_1000_POP,,0.05
2016,SH_HIV_INCD,,PER_1000_POP,,0.05
2017,SH_HIV_INCD,,PER_1000_POP,,0.05
2018,SH_HIV_INCD,,PER_1000_POP,,0.05
2019,SH_HIV_INCD,,PER_1000_POP,,0.05
2020,SH_HIV_INCD,,PER_1000_POP,,0.03
