Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_150701_01,,NUMBER,,1600
2017,N_KH_150701_01,,NUMBER,,1550
2018,N_KH_150701_01,,NUMBER,,1500
2019,N_KH_150701_01,,NUMBER,,1450
2020,N_KH_150701_01,,NUMBER,,1400
