Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2000,SH_TBS_INCD,,PER_1000_POP,,254
2005,SH_TBS_INCD,,PER_1000_POP,,175
2010,SH_TBS_INCD,,PER_1000_POP,,125
2015,SH_TBS_INCD,,PER_1000_POP,,380
2016,SH_TBS_INCD,,PER_1000_POP,,365
2017,SH_TBS_INCD,,PER_1000_POP,,350
2018,SH_TBS_INCD,,PER_1000_POP,,336
2019,SH_TBS_INCD,,PER_1000_POP,,323
2020,SH_TBS_INCD,,PER_1000_POP,,281
