Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_020401_01,,USD_PER_HA,,1548
2017,N_KH_020401_01,,USD_PER_HA,,1608
2018,N_KH_020401_01,,USD_PER_HA,,1671
2019,N_KH_020401_01,,USD_PER_HA,,1736
2020,N_KH_020401_01,,USD_PER_HA,,1804
