Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_130101_01,,PT,,47
2016,N_KH_130101_01,,PT,,43
2019,N_KH_130101_01,,PT,,39
2020,N_KH_130101_01,,PT,,38
