Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,N_KH_170901_01,,PT,,1.31
2017,N_KH_170901_01,,PT,,1.23
2018,N_KH_170901_01,,PT,,1.15
2019,N_KH_170901_01,,PT,,1.07
2020,N_KH_170901_01,,PT,,1.0
