Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_120401_01,,PT,,0
2016,N_KH_120401_01,,PT,,0
2017,N_KH_120401_01,,PT,,0
2018,N_KH_120401_01,,PT,,2
2019,N_KH_120401_01,,PT,,2
2020,N_KH_120401_01,,PT,,5
