Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_120501_01,,T,,163000
2016,N_KH_120501_01,,T,,163400
2017,N_KH_120501_01,,T,,175000
2018,N_KH_120501_01,,T,,178000
2019,N_KH_120501_01,,T,,178100
2020,N_KH_120501_01,,T,,180000
