Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_030902_01,,PT,,1.24
2016,N_KH_030902_01,,PT,,1.5
2017,N_KH_030902_01,,PT,,1.75
2018,N_KH_030902_01,,PT,,2.0
2019,N_KH_030902_01,,PT,,2.0
2020,N_KH_030902_01,,PT,,2.0
