Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_180202_01,,NUMBER,,300
2016,N_KH_180202_01,,NUMBER,,315
2017,N_KH_180202_01,,NUMBER,,330
2018,N_KH_180202_01,,NUMBER,,347
2019,N_KH_180202_01,,NUMBER,,364
2020,N_KH_180202_01,,NUMBER,,382
