Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,IT_MOB_2GNTWK,,PT,,44.11
2016,IT_MOB_2GNTWK,,PT,,51.83
2017,IT_MOB_2GNTWK,,PT,,68.4
2018,IT_MOB_2GNTWK,,PT,,84.7
2019,IT_MOB_2GNTWK,,PT,,100.38
2020,IT_MOB_2GNTWK,,PT,,93.93
