Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2015,N_KH_171701_01,,PT,,0.01
2016,N_KH_171701_01,,PT,,0.01
2017,N_KH_171701_01,,PT,,0.01
2018,N_KH_171701_01,,PT,,0.01
2019,N_KH_171701_01,,PT,,0.01
2020,N_KH_171701_01,,PT,,0.01
