Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,4.2.2 Percentage ofchildren attended all aspects of ECE,,Percent,,35.3
2016,4.2.2 Percentage ofchildren attended all aspects of ECE,,Percent,,37.0
2017,4.2.2 Percentage ofchildren attended all aspects of ECE,,Percent,,41.0
2018,4.2.2 Percentage ofchildren attended all aspects of ECE,,Percent,,41.8
2019,4.2.2 Percentage ofchildren attended all aspects of ECE,,Percent,,42.7
2020,4.2.2 Percentage ofchildren attended all aspects of ECE,,Percent,,43.5
