Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,GeoCode,Value
2015,SH_PRV_SMOK,,F,Y_GE15,PT,,15.0
2020,SH_PRV_SMOK,,F,Y_GE15,PT,,13.7
2015,SH_PRV_SMOK,,M,Y_GE15,PT,,40.0
2020,SH_PRV_SMOK,,M,Y_GE15,PT,,34.6
