Year,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,,Percent,,7
2017,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,,Percent,,10
2018,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,,Percent,,15
2019,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,,Percent,,20
2020,14.2.2 Percentage of degraded freshwater flooded forests and mangrove forests (ha) that has been transplanted and protected,,Percent,,25
