Year,SERIES,តំបន់យោង,UNIT_MEASURE,GeoCode,Value
2015,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,,ភាគរយ,,57.0
2016,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,,ភាគរយ,,62.5
2017,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,,ភាគរយ,,69.0
2018,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,,ភាគរយ,,68.7
2019,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,,ភាគរយ,,71.3
2020,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់,,ភាគរយ,,73.9
