Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,EN_SCP_FSHGDP,,PT,,7.5
2017,EN_SCP_FSHGDP,,PT,,7.6
2018,EN_SCP_FSHGDP,,PT,,7.7
2019,EN_SCP_FSHGDP,,PT,,7.8
2020,EN_SCP_FSHGDP,,PT,,7.9
