Year,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
1993,AG_LND_FRST,,PT,,59.82
1997,AG_LND_FRST,,PT,,58.6
2002,AG_LND_FRST,,PT,,61.15
2005,AG_LND_FRST,,PT,,60.0
2006,AG_LND_FRST,,PT,,59.09
2008,AG_LND_FRST,,PT,,57.99
2009,AG_LND_FRST,,PT,,57.6
2010,AG_LND_FRST,,PT,,57.07
2014,AG_LND_FRST,,PT,,49.48
2016,AG_LND_FRST,,PT,,48.82
2018,AG_LND_FRST,,PT,,48.16
