Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,57.0,,ភាគរយ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់
2016,62.5,,ភាគរយ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់
2017,69.0,,ភាគរយ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់
2018,68.7,,ភាគរយ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់
2019,71.3,,ភាគរយ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់
2020,73.9,,ភាគរយ,៤.ក.២ សមាមាត្រនៃសាលាមត្តេយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សា ដែលមានបង្គន់ អនាម័យប្រើប្រាស់
