Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,27.0,,ភាគរយ,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ
2016,47.9,,ភាគរយ,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ
2017,48.2,,ភាគរយ,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ
2018,46.7,,ភាគរយ,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ
2019,51.1,,ភាគរយ,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ
2020,55.6,,ភាគរយ,៤.ក.១ សមាមាត្រនៃសាលាមេត្តយ្យសិក្សា បឋមសិក្សា និងមធ្យមសិក្សាដែលមានឧបករណ៍ទឹកស្អាតសម្រាប់បរិភោគ
