Year,Value,GeoCode,UNIT_MEASURE,SERIES
2015,-9,,ភាគរយ,៨.២.២.២ អត្រាកំណើននៃការចុះបញ្ជីម៉ាក ដោយស្វ័យប្រវត្តិកម្ម
2016,4,,ភាគរយ,៨.២.២.២ អត្រាកំណើននៃការចុះបញ្ជីម៉ាក ដោយស្វ័យប្រវត្តិកម្ម
2017,-11,,ភាគរយ,៨.២.២.២ អត្រាកំណើននៃការចុះបញ្ជីម៉ាក ដោយស្វ័យប្រវត្តិកម្ម
2018,6,,ភាគរយ,៨.២.២.២ អត្រាកំណើននៃការចុះបញ្ជីម៉ាក ដោយស្វ័យប្រវត្តិកម្ម
2019,5,,ភាគរយ,៨.២.២.២ អត្រាកំណើននៃការចុះបញ្ជីម៉ាក ដោយស្វ័យប្រវត្តិកម្ម
2020,-3,,ភាគរយ,៨.២.២.២ អត្រាកំណើននៃការចុះបញ្ជីម៉ាក ដោយស្វ័យប្រវត្តិកម្ម
