Year,Value,GeoCode,UNIT_MEASURE,SERIES
2016,70,,ភាគរយ,១៤.ខ.១ ភាគរយនៃធនធានសមុទ្រដែលអ្នកនេសាទខ្នាតតូចទទួលបាននិងលក់លើទីផ្សារមានស្ថិរភាព
2017,70,,ភាគរយ,១៤.ខ.១ ភាគរយនៃធនធានសមុទ្រដែលអ្នកនេសាទខ្នាតតូចទទួលបាននិងលក់លើទីផ្សារមានស្ថិរភាព
2018,70,,ភាគរយ,១៤.ខ.១ ភាគរយនៃធនធានសមុទ្រដែលអ្នកនេសាទខ្នាតតូចទទួលបាននិងលក់លើទីផ្សារមានស្ថិរភាព
2019,70,,ភាគរយ,១៤.ខ.១ ភាគរយនៃធនធានសមុទ្រដែលអ្នកនេសាទខ្នាតតូចទទួលបាននិងលក់លើទីផ្សារមានស្ថិរភាព
2020,70,,ភាគរយ,១៤.ខ.១ ភាគរយនៃធនធានសមុទ្រដែលអ្នកនេសាទខ្នាតតូចទទួលបាននិងលក់លើទីផ្សារមានស្ថិរភាព
